Variable name,Description,Measurement unit,Allowed values
RP_alpha_experience1,alpha power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_alpha_experience2,alpha power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_alpha_experience3,alpha power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_alpha_experience4,alpha power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_alpha_induction1,alpha power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_alpha_induction2,alpha power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_alpha_induction3,alpha power at the induction section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_alpha_induction4,alpha power at the induction section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_beta_baseline1,beta power at the first baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_beta_baseline2,beta power at the second baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_beta_experience1,beta power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_beta_experience2,beta power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_beta_experience3,beta power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_beta_experience4,beta power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_beta_induction1,beta power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_beta_induction2,beta power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_beta_induction3,beta power at the induction section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_beta_induction4,beta power at the induction section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_delta_baseline1,delta power at the first baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_delta_baseline2,delta power at the second baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_delta_experience1,delta power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_delta_experience2,delta power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_delta_experience3,delta power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_delta_experience4,delta power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_delta_induction1,delta power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_delta_induction2,delta power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_delta_induction3,delta power at the induction section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_delta_induction4,delta power at the induction section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_gamma_baseline1,gamma power at the first baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_gamma_baseline2,gamma power at the second baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_gamma_experience1,gamma power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_gamma_experience2,gamma power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_gamma_experience3,gamma power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_gamma_experience4,gamma power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_gamma_induction1,gamma power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_gamma_induction2,gamma power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_gamma_induction3,gamma power at the induction section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_gamma_induction4,gamma power at the induction section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_theta_baseline1,theta power at the first baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_theta_baseline2,theta power at the second baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_theta_experience1,theta power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_theta_experience2,theta power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_theta_experience3,theta power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_theta_experience4,theta power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_theta_induction1,theta power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_theta_induction2,theta power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_theta_induction3,theta power at the induction section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
RP_theta_induction4,theta power at the induction section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_alpha_baseline1,alpha power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_alpha_baseline2,alpha power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_alpha_experience1,alpha power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_alpha_experience2,alpha power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_alpha_experience3,alpha power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_alpha_experience4,alpha power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_alpha_induction1,alpha power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_alpha_induction2,alpha power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_alpha_induction3,alpha power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_alpha_induction4,alpha power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_beta_baseline1,beta power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_beta_baseline2,beta power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_beta_experience1,beta power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_beta_experience2,beta power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_beta_experience3,beta power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_beta_experience4,beta power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_beta_induction1,beta power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_beta_induction2,beta power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_beta_induction3,beta power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_beta_induction4,beta power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_delta_baseline1,delta power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_delta_baseline2,delta power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_delta_experience1,delta power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_delta_experience2,delta power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_delta_experience3,delta power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_delta_experience4,delta power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_delta_induction1,delta power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_delta_induction2,delta power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_delta_induction3,delta power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_delta_induction4,delta power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_gamma_baseline1,gamma power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_gamma_baseline2,gamma power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_gamma_experience1,gamma power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_gamma_experience2,gamma power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_gamma_experience3,gamma power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_gamma_experience4,gamma power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_gamma_induction1,gamma power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_gamma_induction2,gamma power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_gamma_induction3,gamma power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_gamma_induction4,gamma power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_theta_baseline1,theta power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_theta_baseline2,theta power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_theta_experience1,theta power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_theta_experience2,theta power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_theta_experience3,theta power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_theta_experience4,theta power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_theta_induction1,theta power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_theta_induction2,theta power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_theta_induction3,theta power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
all_theta_induction4,theta power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolt squared
beta1_connect_OZ_PO4_baseline1,functional connectivity between Oz and PO4 channels in beta1 frequency band during the pre-experiment baseline,numeric,Time-averaged functional connectivity
beta1_connect_OZ_PO4_baseline2,functional connectivity between Oz and PO4 channels in beta1 frequency band during the post-experiment baseline,numeric,Time-averaged functional connectivity
beta1_connect_OZ_PO4_experience1,functional connectivity between Oz and PO4 channels in beta1 frequency band during the experience section of trial 1,numeric,Time-averaged functional connectivity
beta1_connect_OZ_PO4_experience2,functional connectivity between Oz and PO4 channels in beta1 frequency band during the experience section of trial 2,numeric,Time-averaged functional connectivity
beta1_connect_OZ_PO4_experience3,functional connectivity between Oz and PO4 channels in beta1 frequency band during the experience section of trial 3,numeric,Time-averaged functional connectivity
beta1_connect_OZ_PO4_experience4,functional connectivity between Oz and PO4 channels in beta1 frequency band during the experience section of trial 4,numeric,Time-averaged functional connectivity
alpha2_connect_PZ_area_FZ_area_baseline1,functional connectivity between PzArea and FzArea in alpha2 frequency band during the pre-experiment baseline,numeric,Time-averaged functional connectivity
alpha2_connect_PZ_area_FZ_area_baseline,functional connectivity between PzArea and FzArea in alpha2 frequency band during the post-experiment baseline,numeric,Time-averaged functional connectivity
alpha2_connect_PZ_area_FZ_area_experience1,functional connectivity between PzArea and FzArea in alpha2 frequency band during the experience section of trial 1,numeric,Time-averaged functional connectivity
alpha2_connect_PZ_area_FZ_area_experience2,functional connectivity between PzArea and FzArea in alpha2 frequency band during the experience section of trial 2,numeric,Time-averaged functional connectivity
alpha2_connect_PZ_area_FZ_area_experience3,functional connectivity between PzArea and FzArea in alpha2 frequency band during the experience section of trial 3,numeric,Time-averaged functional connectivity
alpha2_connect_PZ_area_FZ_area_experience4,functional connectivity between PzArea and FzArea in alpha2 frequency band during the experience section of trial 4,numeric,Time-averaged functional connectivity
theta_connect_O1_PZ_baseline1,functional connectivity between O1 and Pz channels in theta frequency band during the pre-experiment baseline,numeric,Time-averaged functional connectivity
theta_connect_O1_PZ_baseline2,functional connectivity between O1 and Pz channels in theta frequency band during the post-experiment baseline,numeric,Time-averaged functional connectivity
theta_connect_O1_PZ_experience1,functional connectivity between O1 and Pz channels in theta frequency band during the experience section of trial 1,numeric,Time-averaged functional connectivity
theta_connect_O1_PZ_experience2,functional connectivity between O1 and Pz channels in theta frequency band during the experience section of trial 2,numeric,Time-averaged functional connectivity
theta_connect_O1_PZ_experience3,functional connectivity between O1 and Pz channels in theta frequency band during the experience section of trial 3,numeric,Time-averaged functional connectivity
theta_connect_O1_PZ_experience4,functional connectivity between O1 and Pz channels in theta frequency band during the experience section of trial 4,numeric,Time-averaged functional connectivity
FZ_alpha_z_trans_experience1,z-transformed alpha power at the experience section of trial 1 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_alpha_z_trans_experience2,z-transformed alpha power at the experience section of trial 2 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_alpha_z_trans_experience3,z-transformed alpha power at the experience section of trial 3 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_alpha_z_trans_experience4,z-transformed alpha power at the experience section of trial 4 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_gamma_z_trans_experience1,z-transformed gamma power at the experience section of trial 1 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_gamma_z_trans_experience2,z-transformed gamma power at the experience section of trial 2 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_gamma_z_trans_experience3,z-transformed gamma power at the experience section of trial 3 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_gamma_z_trans_experience4,z-transformed gamma power at the experience section of trial 4 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_theta_z_trans_experience1,z-transformed theta power at the experience section of trial 1 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_theta_z_trans_experience2,z-transformed theta power at the experience section of trial 2 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_theta_z_trans_experience3,z-transformed theta power at the experience section of trial 3 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_theta_z_trans_experience4,z-transformed theta power at the experience section of trial 4 averaged across frontal midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_alpha_z_trans_experience1,z-transformed alpha power at the experience section of trial 1 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_alpha_z_trans_experience2,z-transformed alpha power at the experience section of trial 2 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_alpha_z_trans_experience3,z-transformed alpha power at the experience section of trial 3 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_alpha_z_trans_experience4,z-transformed alpha power at the experience section of trial 4 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_gamma_z_trans_experience1,z-transformed gamma power at the experience section of trial 1 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_gamma_z_trans_experience2,z-transformed gamma power at the experience section of trial 2 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_gamma_z_trans_experience3,z-transformed gamma power at the experience section of trial 3 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_gamma_z_trans_experience4,z-transformed gamma power at the experience section of trial 4 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_theta_z_trans_experience1,z-transformed theta power at the experience section of trial 1 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_theta_z_trans_experience2,z-transformed theta power at the experience section of trial 2 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_theta_z_trans_experience3,z-transformed theta power at the experience section of trial 3 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
OZ_theta_z_trans_experience4,z-transformed theta power at the experience section of trial 4 averaged across occipital midline channels.,numeric,z-transformed power values to the pre-experiment baseline
FZ_alpha_base_subtr_experience1,baseline subtracted alpha power at the experience section of trial 1 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_alpha_base_subtr_experience2,baseline subtracted alpha power at the experience section of trial 2 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_alpha_base_subtr_experience3,baseline subtracted alpha power at the experience section of trial 3 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_alpha_base_subtr_experience4,baseline subtracted alpha power at the experience section of trial 4 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_gamma_base_subtr_experience1,baseline subtracted gamma power at the experience section of trial 1 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_gamma_base_subtr_experience2,baseline subtracted gamma power at the experience section of trial 2 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_gamma_base_subtr_experience3,baseline subtracted gamma power at the experience section of trial 3 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_gamma_base_subtr_experience4,baseline subtracted gamma power at the experience section of trial 4 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_theta_base_subtr_experience1,baseline subtracted theta power at the experience section of trial 1 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_theta_base_subtr_experience2,baseline subtracted theta power at the experience section of trial 2 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_theta_base_subtr_experience3,baseline subtracted theta power at the experience section of trial 3 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
FZ_theta_base_subtr_experience4,baseline subtracted theta power at the experience section of trial 4 averaged across frontal midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_alpha_base_subtr_experience1,baseline subtracted alpha power at the experience section of trial 1 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_alpha_base_subtr_experience2,baseline subtracted alpha power at the experience section of trial 2 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_alpha_base_subtr_experience3,baseline subtracted alpha power at the experience section of trial 3 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_alpha_base_subtr_experience4,baseline subtracted alpha power at the experience section of trial 4 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_gamma_base_subtr_experience1,baseline subtracted gamma power at the experience section of trial 1 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_gamma_base_subtr_experience2,baseline subtracted gamma power at the experience section of trial 2 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_gamma_base_subtr_experience3,baseline subtracted gamma power at the experience section of trial 3 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_gamma_base_subtr_experience4,baseline subtracted gamma power at the experience section of trial 4 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_theta_base_subtr_experience1,baseline subtracted theta power at the experience section of trial 1 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_theta_base_subtr_experience2,baseline subtracted theta power at the experience section of trial 2 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_theta_base_subtr_experience3,baseline subtracted theta power at the experience section of trial 3 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
OZ_theta_base_subtr_experience4,baseline subtracted theta power at the experience section of trial 4 averaged across occipital midline channels.,numeric,mean power in the pre-experiment baseline subtracted from all time points at each frequency and area
