Variable name,Description,Measurement unit,Allowed values
CZ_broadband_induction2,broadband power at the induction section of trial two of the study averaged across central midline channels.,numeric,Absolute power values of eeg signals in microvolts
CZ_broadband_induction3,broadband power at the induction section of trial three of the study averaged across central midline channels.,numeric,Absolute power values of eeg signals in microvolts
CZ_broadband_induction4,broadband power at the induction section of trial four of the study averaged across central midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_baseline1,delta power at the first baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_baseline2,delta power at the second baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_experience1,delta power at the experience section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_experience2,delta power at the experience section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_experience3,delta power at the experience section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_experience4,delta power at the experience section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_induction1,delta power at the induction section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_induction2,delta power at the induction section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_induction3,delta power at the induction section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_induction4,delta power at the induction section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_baseline1,theta power at the first baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_baseline2,theta power at the second baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_experience1,theta power at the experience section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_experience2,theta power at the experience section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_experience3,theta power at the experience section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_experience4,theta power at the experience section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_induction1,theta power at the induction section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_induction2,theta power at the induction section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_induction3,theta power at the induction section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_induction4,theta power at the induction section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_alpha_baseline1,alpha power at the first baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_alpha_baseline2,alpha power at the second baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_alpha_experience1,alpha power at the experience section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_alpha_experience2,alpha power at the experience section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_alpha_experience3,alpha power at the experience section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_alpha_experience4,alpha power at the experience section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_alpha_induction1,alpha power at the induction section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_alpha_induction2,alpha power at the induction section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_alpha_induction3,alpha power at the induction section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_alpha_induction4,alpha power at the induction section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_baseline1,beta power at the first baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_baseline2,beta power at the second baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_experience1,beta power at the experience section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_experience2,beta power at the experience section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_experience3,beta power at the experience section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_experience4,beta power at the experience section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_induction1,beta power at the induction section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_induction2,beta power at the induction section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_induction3,beta power at the induction section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_induction4,beta power at the induction section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_lowgamma_baseline1,lowgamma power at the first baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_lowgamma_baseline2,lowgamma power at the second baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_lowgamma_experience1,lowgamma power at the experience section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_lowgamma_experience2,lowgamma power at the experience section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_lowgamma_experience3,lowgamma power at the experience section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_lowgamma_experience4,lowgamma power at the experience section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_lowgamma_induction1,lowgamma power at the induction section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_lowgamma_induction2,lowgamma power at the induction section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_lowgamma_induction3,lowgamma power at the induction section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_lowgamma_induction4,lowgamma power at the induction section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_broadband_baseline1,broadband power at the first baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_broadband_baseline2,broadband power at the second baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_broadband_experience1,broadband power at the experience section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_broadband_experience2,broadband power at the experience section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_broadband_experience3,broadband power at the experience section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_broadband_experience4,broadband power at the experience section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_broadband_induction1,broadband power at the induction section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_broadband_induction2,broadband power at the induction section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_broadband_induction3,broadband power at the induction section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_broadband_induction4,broadband power at the induction section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_delta_baseline1,delta power at the first baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_delta_baseline2,delta power at the second baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_delta_experience1,delta power at the experience section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_delta_experience2,delta power at the experience section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_delta_experience3,delta power at the experience section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_delta_experience4,delta power at the experience section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_delta_induction1,delta power at the induction section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_delta_induction2,delta power at the induction section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_delta_induction3,delta power at the induction section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_delta_induction4,delta power at the induction section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_theta_baseline1,theta power at the first baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_theta_baseline2,theta power at the second baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_theta_experience1,theta power at the experience section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_theta_experience2,theta power at the experience section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_theta_experience3,theta power at the experience section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_theta_experience4,theta power at the experience section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_theta_induction1,theta power at the induction section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_theta_induction2,theta power at the induction section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_theta_induction3,theta power at the induction section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_theta_induction4,theta power at the induction section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_alpha_baseline1,alpha power at the first baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_alpha_baseline2,alpha power at the second baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_alpha_experience1,alpha power at the experience section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_alpha_experience2,alpha power at the experience section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_alpha_experience3,alpha power at the experience section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_alpha_experience4,alpha power at the experience section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_alpha_induction1,alpha power at the induction section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_alpha_induction2,alpha power at the induction section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_alpha_induction3,alpha power at the induction section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_alpha_induction4,alpha power at the induction section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_beta_baseline1,beta power at the first baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_beta_baseline2,beta power at the second baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_beta_experience1,beta power at the experience section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_beta_experience2,beta power at the experience section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_beta_experience3,beta power at the experience section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_beta_experience4,beta power at the experience section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_beta_induction1,beta power at the induction section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_beta_induction2,beta power at the induction section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_beta_induction3,beta power at the induction section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_beta_induction4,beta power at the induction section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_lowgamma_baseline1,lowgamma power at the first baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_lowgamma_baseline2,lowgamma power at the second baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_lowgamma_experience1,lowgamma power at the experience section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_lowgamma_experience2,lowgamma power at the experience section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_lowgamma_experience3,lowgamma power at the experience section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_lowgamma_experience4,lowgamma power at the experience section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_lowgamma_induction1,lowgamma power at the induction section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_lowgamma_induction2,lowgamma power at the induction section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_lowgamma_induction3,lowgamma power at the induction section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_lowgamma_induction4,lowgamma power at the induction section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_broadband_baseline1,broadband power at the first baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_broadband_baseline2,broadband power at the second baseline of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_broadband_experience1,broadband power at the experience section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_broadband_experience2,broadband power at the experience section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_broadband_experience3,broadband power at the experience section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_broadband_experience4,broadband power at the experience section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_broadband_induction1,broadband power at the induction section of trial one of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_broadband_induction2,broadband power at the induction section of trial two of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_broadband_induction3,broadband power at the induction section of trial three of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
OZ_broadband_induction4,broadband power at the induction section of trial four of the study averaged across occipital midline channels.,numeric,Absolute power values of eeg signals in microvolts
all_delta_baseline1,delta power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_delta_baseline2,delta power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_delta_experience1,delta power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_delta_experience2,delta power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_delta_experience3,delta power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_delta_experience4,delta power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_delta_induction1,delta power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_delta_induction2,delta power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_delta_induction3,delta power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_delta_induction4,delta power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_theta_baseline1,theta power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_theta_baseline2,theta power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_theta_experience1,theta power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_theta_experience2,theta power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_theta_experience3,theta power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_theta_experience4,theta power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_theta_induction1,theta power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_theta_induction2,theta power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_theta_induction3,theta power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_theta_induction4,theta power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_alpha_baseline1,alpha power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_alpha_baseline2,alpha power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_alpha_experience1,alpha power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_alpha_experience2,alpha power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_alpha_experience3,alpha power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_alpha_experience4,alpha power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_alpha_induction1,alpha power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_alpha_induction2,alpha power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_alpha_induction3,alpha power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_alpha_induction4,alpha power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_beta_baseline1,beta power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_beta_baseline2,beta power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_beta_experience1,beta power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_beta_experience2,beta power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_beta_experience3,beta power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_beta_experience4,beta power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_beta_induction1,beta power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_beta_induction2,beta power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_beta_induction3,beta power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_beta_induction4,beta power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_lowgamma_baseline1,lowgamma power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_lowgamma_baseline2,lowgamma power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_lowgamma_experience1,lowgamma power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_lowgamma_experience2,lowgamma power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_lowgamma_experience3,lowgamma power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_lowgamma_experience4,lowgamma power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_lowgamma_induction1,lowgamma power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_lowgamma_induction2,lowgamma power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_lowgamma_induction3,lowgamma power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_lowgamma_induction4,lowgamma power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_broadband_baseline1,broadband power at the first baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_broadband_baseline2,broadband power at the second baseline of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_broadband_experience1,broadband power at the experience section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_broadband_experience2,broadband power at the experience section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_broadband_experience3,broadband power at the experience section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_broadband_experience4,broadband power at the experience section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_broadband_induction1,broadband power at the induction section of trial one of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_broadband_induction2,broadband power at the induction section of trial two of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_broadband_induction3,broadband power at the induction section of trial three of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
all_broadband_induction4,broadband power at the induction section of trial four of the study averaged across all channels.,numeric,Absolute power values of eeg signals in microvolts
